NO,Loss,TOR
DAL,Loss,DEN
SA,Win,HOU
UTA,Loss,LAC
SAC,Win,NY
GS,Win,PHI
LAL,Win,POR
CHA,Loss,NO
ATL,Win,IND
ORL,Loss,TOR
BKN,Win,CLE
MEM,Win,DEN
MIN,Win,PHO
